`,index,obs_1,obs_2,obs_3,obs_4,obs_5,action_1,action_2,action_3,reward
1731,1,-0.480772048,-0.400000006,-0.451922536,-0.448892862,-0.384949178,-0.096799657,1.0,0.0637103021144867,0.3502382934093475
1732,1,-0.480868846,-0.400000006,-0.451556087,-0.450208217,-0.384399176,-0.092644587,1.0,0.0640582740306854,0.3218627572059631
1733,1,-0.480961502,-0.400000006,-0.45118767,-0.448862106,-0.385599941,-0.088872805,1.0,0.0634648501873016,0.3194161355495453
1734,1,-0.481050372,-0.400000006,-0.450822651,-0.448694885,-0.385856926,-0.086671546,1.0,0.0652463287115097,0.3438571691513061
1735,1,-0.481137037,-0.400000006,-0.450447381,-0.449737459,-0.38517338,-0.087919995,1.0,0.0624656975269317,0.3119356036186218
1736,1,-0.481224954,-0.400000006,-0.450088114,-0.448904306,-0.384480625,-0.090619311,1.0,0.0578650534152984,0.3312877416610718
1737,1,-0.481315583,-0.400000006,-0.449755281,-0.448904634,-0.386414915,-0.092061594,1.0,0.0578768998384475,0.3629148602485657
1738,1,-0.481407642,-0.400000006,-0.449422419,-0.451421291,-0.382027656,-0.099297211,1.0,0.0514640659093856,0.3425653278827667
1739,1,-0.481506944,-0.400000006,-0.449126422,-0.448985606,-0.387299746,-0.099408701,1.0,0.0501836538314819,0.3204625248908996
1740,1,-0.481606334,-0.400000006,-0.448837787,-0.447781324,-0.388702303,-0.097481847,1.0,0.0558200776576995,0.234555959701538
1741,1,-0.481703818,-0.400000006,-0.448516726,-0.445999444,-0.385457218,-0.099011004,1.0,0.0554833263158798,0.2843779027462005
1742,1,-0.481802821,-0.400000006,-0.448197603,-0.446201414,-0.38983351,-0.095871493,1.0,0.0637534409761428,0.2086470574140548
1743,1,-0.481898695,-0.400000006,-0.447830915,-0.443587005,-0.390103638,-0.092999592,1.0,0.0715875029563903,0.2462047934532165
1744,1,-0.481991708,-0.400000006,-0.447419196,-0.44500497,-0.389605612,-0.092611998,1.0,0.0733339488506317,0.2271235436201095
1745,1,-0.482084304,-0.400000006,-0.446997404,-0.444353074,-0.389653176,-0.093045637,1.0,0.0727430284023284,0.2290132045745849
1746,1,-0.482177377,-0.400000006,-0.446579039,-0.443689913,-0.391831547,-0.090994537,1.0,0.0777643620967865,0.2212596237659454
1747,1,-0.482268363,-0.400000006,-0.446131766,-0.443752825,-0.390867501,-0.090735123,1.0,0.0773628056049346,0.2725511789321899
1748,1,-0.482359082,-0.400000006,-0.445686817,-0.443768233,-0.395950377,-0.085639462,1.0,0.0871735513210296,0.3459066152572632
1749,1,-0.482444733,-0.400000006,-0.445185423,-0.44681266,-0.394152731,-0.085534632,1.0,0.0850535631179809,0.2196127474308014
1750,1,-0.482530266,-0.400000006,-0.444696248,-0.442997307,-0.39296934,-0.086354524,1.0,0.0808623433113098,0.2348392754793167
1751,1,-0.482616633,-0.400000006,-0.444231153,-0.441882521,-0.397836357,-0.081232011,1.0,0.0851505249738693,0.2202876359224319
1752,1,-0.482697845,-0.400000006,-0.443741411,-0.441276997,-0.39819777,-0.076565057,1.0,0.0844011604785919,0.2464336901903152
1753,1,-0.482774407,-0.400000006,-0.443255961,-0.441134602,-0.401239514,-0.069134653,1.0,0.0868216753005981,0.2851764559745788
1754,1,-0.482843548,-0.400000006,-0.442756623,-0.442799687,-0.40011856,-0.066192672,1.0,0.0828417539596557,0.2981775403022766
1755,1,-0.482909739,-0.400000006,-0.442280143,-0.442973077,-0.400898516,-0.063896015,1.0,0.0767955631017685,0.2915769219398498
1756,1,-0.482973635,-0.400000006,-0.441838443,-0.442496747,-0.401667416,-0.062155459,1.0,0.0717267990112304,0.234382763504982
1757,1,-0.483035803,-0.400000006,-0.44142592,-0.440093488,-0.40315783,-0.05845711,1.0,0.0701046586036682,0.2816455066204071
1758,1,-0.483094245,-0.400000006,-0.441022694,-0.441586882,-0.403403878,-0.056259055,1.0,0.0667906105518341,0.218482494354248
1759,1,-0.483150512,-0.400000006,-0.440638542,-0.440514207,-0.400305659,-0.058130678,1.0,0.0586263537406921,0.2286957502365112
1760,1,-0.483208656,-0.400000006,-0.440301359,-0.439201772,-0.405264288,-0.053972278,1.0,0.0622951984405517,0.1907925903797149
1761,1,-0.483262628,-0.400000006,-0.439943075,-0.438316882,-0.404128641,-0.051963288,1.0,0.0617275983095169,0.3166339099407196
1762,1,-0.483314574,-0.400000006,-0.43958804,-0.441835314,-0.406157464,-0.050128136,1.0,0.061346411705017,0.2293575704097747
1763,1,-0.483364701,-0.400000006,-0.43923521,-0.440208405,-0.40231058,-0.053099733,1.0,0.0537162870168685,0.1904489398002624
1764,1,-0.483417809,-0.400000006,-0.43892625,-0.438881844,-0.402399331,-0.052819405,1.0,0.0524209439754486,0.1644449681043625
1765,1,-0.483470619,-0.400000006,-0.438624769,-0.438902825,-0.399736047,-0.05338176,1.0,0.0520859509706497,0.0925566256046295
1766,1,-0.483523995,-0.400000006,-0.438325167,-0.438369006,-0.394148678,-0.057993483,1.0,0.0489716082811355,0.0508208498358726
1767,1,-0.48358199,-0.400000006,-0.438043505,-0.437353998,-0.393020064,-0.060394671,1.0,0.0532997846603393,0.112689770758152
1768,1,-0.483642399,-0.400000006,-0.437736958,-0.439858735,-0.391692787,-0.062068034,1.0,0.062993437051773,0.1870400458574295
1769,1,-0.483704478,-0.400000006,-0.437374651,-0.442159921,-0.392224222,-0.062253911,1.0,0.0745807886123657,0.1211814060807228
1770,1,-0.483766705,-0.400000006,-0.436945707,-0.43971011,-0.392987818,-0.059123028,1.0,0.0899488627910614,0.0572497807443141
1771,1,-0.483825833,-0.400000006,-0.436428368,-0.438638717,-0.389808804,-0.058252234,1.0,0.1000888645648956,0.0344375818967819
1772,1,-0.483884096,-0.400000006,-0.435852706,-0.437571049,-0.39073059,-0.055026513,1.0,0.1108608841896057,0.1006940007209777
1773,1,-0.483939111,-0.400000006,-0.435215086,-0.439331621,-0.392074555,-0.051081706,1.0,0.1191616654396057,0.0146033763885498
1774,1,-0.483990192,-0.400000006,-0.434529722,-0.436811566,-0.391025662,-0.046684545,1.0,0.1249005496501922,0.0140550881624221
1775,1,-0.484036893,-0.400000006,-0.433811337,-0.436385632,-0.392248631,-0.040938694,1.0,0.1302755624055862,-0.019920874
1776,1,-0.484077841,-0.400000006,-0.433062047,-0.434766561,-0.393708199,-0.033811871,1.0,0.1343525797128677,0.0490875095129013
1777,1,-0.484111637,-0.400000006,-0.432289332,-0.436848581,-0.394363046,-0.027462404,1.0,0.1350807845592498,0.0280932690948247
1778,1,-0.484139115,-0.400000006,-0.431512386,-0.436692506,-0.392731786,-0.024329249,1.0,0.1283505856990814,-0.02236796
1779,1,-0.484163433,-0.400000006,-0.430774182,-0.435566485,-0.39106372,-0.021457795,1.0,0.1218310743570327,0.0862017199397087
1780,1,-0.484184891,-0.400000006,-0.43007347,-0.438332736,-0.393621981,-0.016849112,1.0,0.1184895187616348,-0.03973078
1781,1,-0.484201729,-0.400000006,-0.42939198,-0.436067611,-0.387824118,-0.017323863,1.0,0.1087216883897781,-0.034450166
1782,1,-0.484219074,-0.400000006,-0.428766668,-0.435941696,-0.38872987,-0.014979828,1.0,0.1060243397951126,-0.036338504
1783,1,-0.484234035,-0.400000006,-0.428156853,-0.436071843,-0.388150603,-0.01211898,1.0,0.1056241691112518,-0.0049773
1784,1,-0.484246165,-0.400000006,-0.427549362,-0.436291039,-0.390629172,-0.00588043,1.0,0.1128308326005935,-0.031883176
1785,1,-0.484252036,-0.400000006,-0.426900417,-0.436185777,-0.388254374,-0.002238546,1.0,0.1154748201370239,-0.097065188
1786,1,-0.484254271,-0.400000006,-0.426236242,-0.435138673,-0.384877443,-0.000771984,1.0,0.1154142469167709,-0.019198686
1787,1,-0.484255046,-0.400000006,-0.425572425,-0.436337978,-0.389066219,0.0053807757794857,1.0,0.1233722269535064,-0.031542648
1788,1,-0.484249681,-0.400000006,-0.424862862,-0.436568528,-0.387140125,0.0097888074815273,1.0,0.1289266049861908,0.0111201759427785
1789,1,-0.484239876,-0.400000006,-0.42412132,-0.438636959,-0.385201156,0.0122978538274765,1.0,0.1294525414705276,-0.063525409
1790,1,-0.484227568,-0.400000006,-0.423376769,-0.43576327,-0.386357665,0.017317745834589,1.0,0.1335476785898208,-0.057150342
1791,1,-0.484210253,-0.400000006,-0.422608674,-0.436369479,-0.385176569,0.0203521493822336,1.0,0.1346269100904464,-0.067060195
1792,1,-0.484189928,-0.400000006,-0.421834379,-0.436403781,-0.384082675,0.022766625508666,1.0,0.1330898553133011,-0.064473815
1793,1,-0.484167159,-0.400000006,-0.421068907,-0.437650859,-0.380600065,0.0217232797294855,1.0,0.1273672729730606,-0.089392908
1794,1,-0.484145433,-0.400000006,-0.420336336,-0.436585218,-0.381305009,0.0241612419486045,1.0,0.1276566833257675,-0.051324934
1795,1,-0.484121263,-0.400000006,-0.419602126,-0.4385674,-0.379165322,0.0246280580759048,1.0,0.1253550499677658,-0.142320529
1796,1,-0.484096646,-0.400000006,-0.418881118,-0.436606526,-0.37594834,0.0247955415397882,1.0,0.1242434829473495,-0.160101309
1797,1,-0.484071851,-0.400000006,-0.418166548,-0.436468571,-0.374584109,0.0261983796954154,1.0,0.1263769567012787,-0.173454165
1798,1,-0.484045655,-0.400000006,-0.417439669,-0.436797231,-0.372262925,0.0275262221693992,1.0,0.1291051805019378,-0.117572479
1799,1,-0.484018117,-0.400000006,-0.416697115,-0.438458353,-0.372867674,0.0308835133910179,1.0,0.136316642165184,-0.223437414
1800,1,-0.483987242,-0.400000006,-0.415913105,-0.435957521,-0.36978367,0.0331471338868141,1.0,0.1407928317785263,-0.224166855
1801,1,-0.483954072,-0.400000006,-0.415103316,-0.435863465,-0.369992942,0.0388218238949775,1.0,0.1507407128810882,-0.237432718
1802,1,-0.483915269,-0.400000006,-0.414236337,-0.435520738,-0.369694561,0.0450271852314472,1.0,0.1597526222467422,-0.178006709
1803,1,-0.483870238,-0.400000006,-0.413317502,-0.43748951,-0.36973083,0.0513002537190914,1.0,0.1670360118150711,-0.151414767
1804,1,-0.483818948,-0.400000006,-0.412356794,-0.438890338,-0.368187547,0.0563203580677509,1.0,0.1699863523244857,-0.148337305
1805,1,-0.483762622,-0.400000006,-0.411379129,-0.438106745,-0.370846033,0.0653346329927444,1.0,0.1779286861419677,-0.169209063
1806,1,-0.483697265,-0.400000006,-0.410355747,-0.43745476,-0.370714784,0.0738733261823654,1.0,0.1825351566076278,-0.128715858
1807,1,-0.483623415,-0.400000006,-0.4093059,-0.439244896,-0.369393706,0.0792199671268463,1.0,0.1801986992359161,-0.152575925
1808,1,-0.483544171,-0.400000006,-0.408269465,-0.439101845,-0.367436856,0.0838086828589439,1.0,0.1755049675703048,-0.136288136
1809,1,-0.483460367,-0.400000006,-0.40726006,-0.43971163,-0.367236286,0.0885134637355804,1.0,0.1723375767469406,-0.171056598
1810,1,-0.483371854,-0.400000006,-0.406268835,-0.438687593,-0.366831541,0.0928603857755661,1.0,0.1590043008327484,-0.062068634
1811,1,-0.48327899,-0.400000006,-0.405354321,-0.440932751,-0.370994866,0.1015101075172424,1.0,0.1493216603994369,-0.030514741
1812,1,-0.483177483,-0.400000006,-0.404495507,-0.442539036,-0.369331419,0.107280284166336,1.0,0.1307380050420761,-0.100043312
1813,1,-0.483070225,-0.400000006,-0.403743565,-0.440984607,-0.367041856,0.111304372549057,1.0,0.1110643744468689,-0.111688316
1814,1,-0.482958913,-0.400000006,-0.403104752,-0.440100968,-0.368528306,0.1173940747976303,1.0,0.0951891988515853,-0.027602842
1815,1,-0.482841522,-0.400000006,-0.402557284,-0.442487001,-0.369778723,0.124196782708168,1.0,0.0801450461149215,0.0036207851953804
1816,1,-0.482717305,-0.400000006,-0.402096331,-0.444564968,-0.366667181,0.1267525553703308,1.0,0.0625204592943191,-0.007549458
1817,1,-0.482590556,-0.400000006,-0.401736736,-0.442289174,-0.372377515,0.134369671344757,1.0,0.0569340884685516,-0.034224752
1818,1,-0.482456207,-0.400000006,-0.401409268,-0.443612337,-0.365740508,0.1338735073804855,1.0,0.0405721962451934,-0.002296918
1819,1,-0.482322335,-0.400000006,-0.401175916,-0.443843782,-0.368238926,0.1370400190353393,1.0,0.0305821895599365,0.030631186440587
1820,1,-0.482185274,-0.400000006,-0.401000023,-0.445325792,-0.367085785,0.1387672126293182,1.0,0.0201238244771957,0.0427729561924934
1821,1,-0.482046515,-0.400000006,-0.4008843,-0.445814937,-0.366832465,0.1397231221199035,1.0,0.0116170644760131,-0.004985352
1822,1,-0.481906801,-0.400000006,-0.400817484,-0.444313616,-0.366560608,0.141538918018341,1.0,0.0054806470870971,0.1215443089604377
1823,1,-0.48176524,-0.400000006,-0.400785953,-0.449296474,-0.364265025,0.1400060653686523,1.0,-0.003713116,0.0686763823032379
1824,1,-0.481625259,-0.400000006,-0.400807291,-0.447725028,-0.363692582,0.1396089643239975,1.0,-0.011617959,0.0584317706525325
1825,1,-0.481485635,-0.400000006,-0.400874138,-0.447343081,-0.363813937,0.1407863944768905,1.0,-0.014502987,0.1021772325038909
1826,1,-0.481344849,-0.400000006,-0.400957555,-0.448750287,-0.363966852,0.1424122303724289,1.0,-0.01661627,0.1187774017453193
1827,1,-0.481202453,-0.400000006,-0.401053101,-0.449752271,-0.36262095,0.1431430876255035,1.0,-0.019946367,0.1342731863260269
1828,1,-0.481059283,-0.400000006,-0.40116784,-0.449451089,-0.365074068,0.1468458324670791,1.0,-0.018454403,0.1198843792080879
1829,1,-0.480912447,-0.400000006,-0.401273966,-0.449861079,-0.362405211,0.1472100615501403,1.0,-0.024070203,0.1609755605459213
1830,1,-0.480765253,-0.400000006,-0.401412427,-0.451725841,-0.360920072,0.1460908651351928,1.0,-0.031377599,0.0966036394238472
1831,1,-0.480619162,-0.400000006,-0.40159288,-0.449310333,-0.361729383,0.1476966589689254,1.0,-0.033357769,0.1409786641597747
1832,1,-0.480471462,-0.400000006,-0.401784748,-0.450972468,-0.361180454,0.1486290842294693,1.0,-0.036577791,0.1290916204452514
1833,1,-0.480322838,-0.400000006,-0.401995122,-0.451266617,-0.359109312,0.1479746848344802,1.0,-0.042563707,0.1351086050271988
1834,1,-0.480174839,-0.400000006,-0.402239919,-0.451247752,-0.359767586,0.1486581861972808,1.0,-0.042571634,0.156895637512207
1835,1,-0.480026186,-0.400000006,-0.402484775,-0.452154636,-0.359225631,0.1487677097320556,1.0,-0.04613629,0.2050658166408538
1836,1,-0.479877412,-0.400000006,-0.402750134,-0.453558147,-0.359832168,0.1493978500366211,1.0,-0.047627345,0.221497505903244
1837,1,-0.479728013,-0.400000006,-0.403024077,-0.454419166,-0.358892202,0.1485341638326645,1.0,-0.051920637,0.1771273910999298
1838,1,-0.479579479,-0.400000006,-0.403322697,-0.453980207,-0.355772078,0.1454753279685974,1.0,-0.057955742,0.2162709385156631
1839,1,-0.479434013,-0.400000006,-0.403656036,-0.454378963,-0.358490169,0.1465344130992889,1.0,-0.05762741,0.2599426209926605
1840,1,-0.479287475,-0.400000006,-0.403987467,-0.45693773,-0.355181098,0.1432085037231445,1.0,-0.06309925,0.2500688135623932
1841,1,-0.479144275,-0.400000006,-0.40435037,-0.455452859,-0.35864827,0.1444660574197769,1.0,-0.061529323,0.2592006921768188
1842,1,-0.478999794,-0.400000006,-0.404704273,-0.457482219,-0.353473425,0.1395782977342605,1.0,-0.068221837,0.272627055644989
1843,1,-0.478860229,-0.400000006,-0.40509665,-0.457132578,-0.355864942,0.1391568928956985,1.0,-0.06750612,0.2445157915353775
1844,1,-0.478721082,-0.400000006,-0.405484915,-0.456336379,-0.355442494,0.1384022831916809,1.0,-0.067935288,0.2461757063865661
1845,1,-0.47858268,-0.400000006,-0.405875653,-0.457542926,-0.351988763,0.1339190900325775,1.0,-0.072808638,0.2703877091407776
1846,1,-0.478448749,-0.400000006,-0.406294405,-0.45758155,-0.354294121,0.1334118098020553,1.0,-0.070794329,0.2582230865955353
1847,1,-0.478315324,-0.400000006,-0.406701595,-0.458354354,-0.350759208,0.1285356432199478,1.0,-0.07554476,0.2918457686901092
1848,1,-0.478186816,-0.400000006,-0.407136083,-0.458142012,-0.354758531,0.1298182606697082,1.0,-0.0705017,0.4189032018184662
1849,1,-0.478056997,-0.400000006,-0.407541573,-0.462556481,-0.354220867,0.1278606206178665,1.0,-0.071342722,0.26506307721138
1850,1,-0.477929115,-0.400000006,-0.407951921,-0.459149182,-0.349058807,0.1218826621770858,1.0,-0.078630075,0.2996760308742523
1851,1,-0.477807254,-0.400000006,-0.408404142,-0.459558874,-0.351291001,0.1196025758981704,1.0,-0.079135478,0.3115276992321014
1852,1,-0.477687627,-0.400000006,-0.408859313,-0.460514814,-0.349608302,0.1155845522880554,1.0,-0.081690118,0.3450119495391845
1853,1,-0.477572054,-0.400000006,-0.409329146,-0.461599767,-0.349701911,0.1128172278404235,1.0,-0.081637651,0.2849654853343963
1854,1,-0.477459222,-0.400000006,-0.409798682,-0.460519701,-0.346937418,0.1081427186727523,1.0,-0.083816245,0.3720604479312897
1855,1,-0.477351099,-0.400000006,-0.410280764,-0.462453097,-0.34984675,0.1074501276016235,1.0,-0.079325095,0.3788665533065796
1856,1,-0.477243632,-0.400000006,-0.410737008,-0.464059114,-0.345709294,0.1015086621046066,1.0,-0.083073288,0.3520630002021789
1857,1,-0.477142125,-0.400000006,-0.411214799,-0.461688221,-0.350141644,0.1024046093225479,1.0,-0.076917574,0.390578418970108
1858,1,-0.477039725,-0.400000006,-0.411657184,-0.463350028,-0.349007815,0.1004144251346588,1.0,-0.076066419,0.3424399197101593
1859,1,-0.476939321,-0.400000006,-0.412094682,-0.462605834,-0.346426487,0.0956232696771621,1.0,-0.080245599,0.3665617406368255
1860,1,-0.476843685,-0.400000006,-0.412556231,-0.463240445,-0.346934855,0.0921669900417327,1.0,-0.080342859,0.3598136603832245
1861,1,-0.476751536,-0.400000006,-0.413018316,-0.463875294,-0.344355464,0.0862029492855072,1.0,-0.08414717,0.3520742356777191
1862,1,-0.476665318,-0.400000006,-0.413502306,-0.46338895,-0.34504059,0.0826974287629127,1.0,-0.083455101,0.35323166847229
1863,1,-0.476582617,-0.400000006,-0.413982302,-0.463456422,-0.344953924,0.0802052617073059,1.0,-0.079350665,0.40255868434906
1864,1,-0.476502419,-0.400000006,-0.414438695,-0.464855671,-0.34568885,0.0779960751533508,1.0,-0.076456055,0.4496853351593017
1865,1,-0.476424426,-0.400000006,-0.414878428,-0.465325564,-0.348991841,0.0791311264038086,1.0,-0.069713801,0.3689497113227844
1866,1,-0.476345301,-0.400000006,-0.415279388,-0.464009017,-0.344867915,0.0740992873907089,1.0,-0.073502541,0.4084477424621582
1867,1,-0.476271182,-0.400000006,-0.415702134,-0.464622796,-0.346976399,0.0720520392060279,1.0,-0.074576125,0.3826004862785339
1868,1,-0.47619915,-0.400000006,-0.416131049,-0.463920891,-0.346497327,0.0691604390740394,1.0,-0.076076567,0.3943752348423004
1869,1,-0.476129979,-0.400000006,-0.416568607,-0.465532988,-0.342838585,0.0619105026125907,1.0,-0.083534166,0.4259363114833832
1870,1,-0.476068079,-0.400000006,-0.41704908,-0.464954883,-0.347728968,0.0618210136890411,1.0,-0.080390498,0.4060769975185394
1871,1,-0.47600624,-0.400000006,-0.417511433,-0.465130568,-0.345216006,0.0575393922626972,0.9926369786262512,-0.081899598,0.4314469695091247
1872,1,-0.475948721,-0.400000006,-0.417982489,-0.465691864,-0.346069127,0.0552290007472038,0.987115442752838,-0.079994932,0.4367755949497223
1873,1,-0.475893468,-0.400000006,-0.418442577,-0.464868724,-0.349071383,0.0554374419152736,0.990028202533722,-0.076800153,0.4769735038280487
1874,1,-0.475838035,-0.400000006,-0.418884307,-0.466824263,-0.347224563,0.0518989339470863,0.9782474637031556,-0.078517139,0.5062808990478516
1875,1,-0.47578615,-0.400000006,-0.419335902,-0.466885597,-0.349971294,0.0505900382995605,0.973645031452179,-0.079493597,0.5121638178825378
1876,1,-0.475735545,-0.400000006,-0.419793099,-0.467021704,-0.350151271,0.0482846908271312,0.9644600749015808,-0.08271724,0.5428377985954285
1877,1,-0.475687265,-0.400000006,-0.420268863,-0.467544973,-0.351648837,0.0466796644032001,0.9571231007575988,-0.08627522,0.5327915549278259
1878,1,-0.475640595,-0.400000006,-0.420765072,-0.466686428,-0.353219837,0.0446717254817485,0.9479880928993224,-0.090665296,0.525279700756073
1879,1,-0.475595921,-0.400000006,-0.421286523,-0.466638952,-0.352611125,0.0416186675429344,0.9345768094062804,-0.09667325,0.5438202619552612
1880,1,-0.475554287,-0.400000006,-0.421842545,-0.468299001,-0.34948501,0.0344226136803627,0.9061514735221864,-0.106393993,0.5442718863487244
1881,1,-0.475519866,-0.400000006,-0.422454476,-0.466447085,-0.355085939,0.0347505547106266,0.908653199672699,-0.104268983,0.5611488819122314
